"","ensembl_gene_id","external_gene_name","chromosome_name","transcript_biotype"
"25691","ENSDARG00000116173","naa10","CHR_ALT_CTG23_2_1","protein_coding"
"25692","ENSDARG00000112069","","22","protein_coding"
"25693","ENSDARG00000069848","nitr1a","7","protein_coding"
"25694","ENSDARG00000110814","rab7a","CHR_ALT_CTG11_1_9","protein_coding"
"25695","ENSDARG00000116397","pex5","CHR_ALT_CTG16_2_1","protein_coding"
"25696","ENSDARG00000116068","","22","protein_coding"
"25697","ENSDARG00000115392","","4","protein_coding"
"25698","ENSDARG00000110290","","4","protein_coding"
"25699","ENSDARG00000116642","","CHR_ALT_CTG13_1_14","protein_coding"
"25700","ENSDARG00000115008","","CHR_ALT_CTG1_1_20","protein_coding"
"25701","ENSDARG00000002255","epb41l3a","24","protein_coding"
"25702","ENSDARG00000117146","smad3a","CHR_ALT_CTG7_1_28","protein_coding"
"25703","ENSDARG00000102261","RSPH1","9","protein_coding"
"25704","ENSDARG00000098855","OXSM","19","protein_coding"
"25705","ENSDARG00000115861","pdlim3a","CHR_ALT_CTG1_1_12","protein_coding"
"25706","ENSDARG00000111637","","2","protein_coding"
"25707","ENSDARG00000101037","asf1ba","3","protein_coding"
"25708","ENSDARG00000114061","tmem41ab","CHR_ALT_CTG1_2_10","protein_coding"
"25709","ENSDARG00000114022","WDR1","14","protein_coding"
"25710","ENSDARG00000116118","msx1a","14","protein_coding"
"25711","ENSDARG00000112270","b3gat1a","CHR_ALT_CTG18_1_37","protein_coding"
"25712","ENSDARG00000109588","olfcw1","CHR_ALT_CTG18_1_32","protein_coding"
"25713","ENSDARG00000111681","","CHR_ALT_CTG10_1_18","protein_coding"
"25714","ENSDARG00000114934","","CHR_ALT_CTG18_1_23","protein_coding"
"25715","ENSDARG00000030758","guca1c","15","protein_coding"
"25716","ENSDARG00000098584","","KN149883.1","protein_coding"
"25717","ENSDARG00000116047","","11","protein_coding"
"25718","ENSDARG00000099739","","KN150642.1","protein_coding"
"25719","ENSDARG00000115449","","CHR_ALT_CTG16_1_19","protein_coding"
"25720","ENSDARG00000038865","acox3","7","protein_coding"
"25721","ENSDARG00000116346","","15","protein_coding"
"25722","ENSDARG00000069615","ckmt2a","10","protein_coding"
"25723","ENSDARG00000113568","scn4aa","CHR_ALT_CTG12_1_1","protein_coding"
"25724","ENSDARG00000116904","nelfa","CHR_ALT_CTG7_1_19","protein_coding"
"25725","ENSDARG00000099865","hnrnpabb","21","protein_coding"
"25726","ENSDARG00000002773","","CHR_ALT_CTG9_2_2","protein_coding"
"25727","ENSDARG00000086786","mfsd10","5","protein_coding"
"25728","ENSDARG00000112161","twf2b","CHR_ALT_CTG11_1_13","protein_coding"
"25729","ENSDARG00000089307","pmaip1","10","protein_coding"
"25730","ENSDARG00000109338","","CHR_ALT_CTG22_1_5","protein_coding"
"25731","ENSDARG00000114098","lyz","CHR_ALT_CTG24_2_3","protein_coding"
"25732","ENSDARG00000105691","slco1f3","4","protein_coding"
"25733","ENSDARG00000113521","p2rx2","CHR_ALT_CTG5_1_7","protein_coding"
"25734","ENSDARG00000042245","myl13","2","protein_coding"
"25735","ENSDARG00000012040","rnf19a","19","protein_coding"
"25736","ENSDARG00000105056","znf45l","22","protein_coding"
"25737","ENSDARG00000110636","prr15lb","CHR_ALT_CTG12_1_20","protein_coding"
"25738","ENSDARG00000115315","","10","protein_coding"
"25739","ENSDARG00000112717","ypel1","CHR_ALT_CTG5_1_8","protein_coding"
"25740","ENSDARG00000109488","tspan36","CHR_ALT_CTG8_2_5","protein_coding"
"25741","ENSDARG00000115894","","4","protein_coding"
"25742","ENSDARG00000113327","ipo9","CHR_ALT_CTG11_1_21","protein_coding"
"25743","ENSDARG00000115555","","6","protein_coding"
"25744","ENSDARG00000109754","","13","protein_coding"
"25745","ENSDARG00000114233","taar12e","CHR_ALT_CTG20_1_18","protein_coding"
"25746","ENSDARG00000099266","vasna","22","protein_coding"
"25747","ENSDARG00000116170","","CHR_ALT_CTG11_1_9","protein_coding"
"25748","ENSDARG00000111285","rgs7a","CHR_ALT_CTG17_1_8","protein_coding"
"25749","ENSDARG00000114633","","CHR_ALT_CTG14_1_23","protein_coding"
"25750","ENSDARG00000090346","","24","protein_coding"
"25751","ENSDARG00000102550","","KZ116034.1","protein_coding"
"25752","ENSDARG00000114331","smim15","CHR_ALT_CTG8_1_1","protein_coding"
"25753","ENSDARG00000112558","","CHR_ALT_CTG6_1_39","protein_coding"
"25754","ENSDARG00000090326","MAPK8IP1","7","protein_coding"
"25755","ENSDARG00000112621","hmgn6","CHR_ALT_CTG14_1_3","protein_coding"
"25756","ENSDARG00000115971","","4","protein_coding"
"25757","ENSDARG00000114820","nfe2l1b","CHR_ALT_CTG12_1_20","protein_coding"
"25758","ENSDARG00000005085","ggctb","16","protein_coding"
"25759","ENSDARG00000035120","gldc","5","protein_coding"
"25760","ENSDARG00000113968","galr2a","CHR_ALT_CTG12_1_29","protein_coding"
"25761","ENSDARG00000109682","","8","protein_coding"
"25762","ENSDARG00000112970","","4","protein_coding"
"25763","ENSDARG00000111289","ankra2","CHR_ALT_CTG5_1_29","protein_coding"
"25764","ENSDARG00000116991","","CHR_ALT_CTG4_1_3","protein_coding"
"25765","ENSDARG00000099178","ABCD2","KN150165.1","protein_coding"
"25766","ENSDARG00000114709","asb5a","CHR_ALT_CTG14_1_31","protein_coding"
"25767","ENSDARG00000109926","","7","protein_coding"
"25768","ENSDARG00000014680","znf710a","18","protein_coding"
"25769","ENSDARG00000079741","CSRNP3","9","protein_coding"
"25770","ENSDARG00000114128","rgn","CHR_ALT_CTG6_2_1","protein_coding"
"25771","ENSDARG00000112767","","6","protein_coding"
"25772","ENSDARG00000109824","","KN147637.2","protein_coding"
"25773","ENSDARG00000102755","EML6","11","protein_coding"
"25774","ENSDARG00000110482","mcrip2","CHR_ALT_CTG22_1_16","protein_coding"
"25775","ENSDARG00000079076","HGF","18","protein_coding"
"25776","ENSDARG00000111768","","CHR_ALT_CTG6_1_38","protein_coding"
"25777","ENSDARG00000114059","rps27a","CHR_ALT_CTG6_1_2","protein_coding"
"25778","ENSDARG00000115439","","19","protein_coding"
"25779","ENSDARG00000115840","lrit3a","CHR_ALT_CTG14_1_31","protein_coding"
"25780","ENSDARG00000105210","etf1a","14","protein_coding"
"25781","ENSDARG00000106158","TP53I3","17","protein_coding"
"25782","ENSDARG00000115321","acadl","CHR_ALT_CTG18_1_44","protein_coding"
"25783","ENSDARG00000090886","","10","protein_coding"
"25784","ENSDARG00000114571","sox1a","CHR_ALT_CTG9_2_3","protein_coding"
"25785","ENSDARG00000114726","hspa8","CHR_ALT_CTG10_1_29","protein_coding"
"25786","ENSDARG00000114365","dmrt2b","CHR_ALT_CTG6_1_33","protein_coding"
"25787","ENSDARG00000110030","","CHR_ALT_CTG10_1_25","protein_coding"
"25788","ENSDARG00000110174","cfdp1","CHR_ALT_CTG18_1_25","protein_coding"
"25789","ENSDARG00000111662","phf20b","CHR_ALT_CTG23_2_2","protein_coding"
"25790","ENSDARG00000099690","vaspa","10","protein_coding"
"25791","ENSDARG00000105001","zgc:91999","24","protein_coding"
"25792","ENSDARG00000113123","","CHR_ALT_CTG7_1_40","protein_coding"
"25793","ENSDARG00000104885","","KN150071.1","protein_coding"
"25794","ENSDARG00000110811","fgf1a","CHR_ALT_CTG14_1_18","protein_coding"
"25795","ENSDARG00000078022","FYCO1","2","protein_coding"
"25796","ENSDARG00000113913","htr2cl1","CHR_ALT_CTG7_2_3","protein_coding"
"25797","ENSDARG00000099032","","7","protein_coding"
"25798","ENSDARG00000112766","zgc:101564","CHR_ALT_CTG11_2_8","protein_coding"
"25799","ENSDARG00000006868","trh","8","protein_coding"
"25800","ENSDARG00000099057","zgc:112966","CHR_ALT_CTG5_1_43","protein_coding"
"25801","ENSDARG00000058822","wnt3a","2","protein_coding"
"25802","ENSDARG00000086848","atad3","22","protein_coding"
"25803","ENSDARG00000038207","aldh4a1","11","protein_coding"
"25804","ENSDARG00000115947","si:ch211-107o10.3","CHR_ALT_CTG7_1_26","protein_coding"
"25805","ENSDARG00000100534","irak4","25","protein_coding"
"25806","ENSDARG00000113387","galns","CHR_ALT_CTG7_1_42","protein_coding"
"25807","ENSDARG00000112152","pomk","CHR_ALT_CTG13_1_7","protein_coding"
"25808","ENSDARG00000113790","nphp1","CHR_ALT_CTG17_1_14","protein_coding"
"25809","ENSDARG00000063706","PDE8B","21","protein_coding"
"25810","ENSDARG00000069769","gig2j","21","protein_coding"
"25811","ENSDARG00000079482","GID4","3","protein_coding"
"25812","ENSDARG00000110967","","23","protein_coding"
"25813","ENSDARG00000116096","npepps","CHR_ALT_CTG11_1_30","protein_coding"
"25814","ENSDARG00000116704","","3","protein_coding"
"25815","ENSDARG00000111914","lsm8","CHR_ALT_CTG4_1_4","protein_coding"
"25816","ENSDARG00000114497","bcas3","CHR_ALT_CTG15_1_17","protein_coding"
"25817","ENSDARG00000112251","onecut1","CHR_ALT_CTG18_1_42","protein_coding"
"25818","ENSDARG00000115876","atp6v0d1","CHR_ALT_CTG7_1_29","protein_coding"
"25819","ENSDARG00000116294","","CHR_ALT_CTG15_2_4","protein_coding"
"25820","ENSDARG00000116989","","CHR_ALT_CTG3_2_4","protein_coding"
"25821","ENSDARG00000104493","TBC1D8","9","protein_coding"
"25822","ENSDARG00000098946","pald1a","12","protein_coding"
"25823","ENSDARG00000107486","","1","protein_coding"
"25824","ENSDARG00000114620","sfrp2","CHR_ALT_CTG1_1_25","protein_coding"
"25825","ENSDARG00000074671","nptx1l","3","protein_coding"
"25826","ENSDARG00000116152","nkap","CHR_ALT_CTG14_1_27","protein_coding"
"25827","ENSDARG00000116741","","CHR_ALT_CTG15_1_8","protein_coding"
"25828","ENSDARG00000115423","kifbp","CHR_ALT_CTG13_2_5","protein_coding"
"25829","ENSDARG00000112930","","10","protein_coding"
"25830","ENSDARG00000102318","il6","19","protein_coding"
"25831","ENSDARG00000116081","dhrs13b.2","CHR_ALT_CTG15_1_16","protein_coding"
"25832","ENSDARG00000079760","zgc:112998","15","protein_coding"
"25833","ENSDARG00000112223","zgc:153292","CHR_ALT_CTG3_1_19","protein_coding"
"25834","ENSDARG00000105009","ddah2","19","protein_coding"
"25835","ENSDARG00000112286","","CHR_ALT_CTG10_1_35","protein_coding"
"25836","ENSDARG00000113198","","22","protein_coding"
"25837","ENSDARG00000099664","selenof","2","protein_coding"
"25838","ENSDARG00000110367","","CHR_ALT_CTG12_1_6","protein_coding"
"25839","ENSDARG00000060489","mrpl32","16","protein_coding"
"25840","ENSDARG00000110222","cntn2","CHR_ALT_CTG11_1_19","protein_coding"
"25841","ENSDARG00000099889","dusp27","KZ116034.1","protein_coding"
"25842","ENSDARG00000110458","","CHR_ALT_CTG6_2_7","protein_coding"
"25843","ENSDARG00000113875","lnx1","CHR_ALT_CTG20_1_11","protein_coding"
"25844","ENSDARG00000089327","","10","protein_coding"
"25845","ENSDARG00000111730","adrb2b","CHR_ALT_CTG21_1_19","protein_coding"
"25846","ENSDARG00000111832","","CHR_ALT_CTG7_1_39","protein_coding"
"25847","ENSDARG00000101954","hoxc6b","11","protein_coding"
"25848","ENSDARG00000078056","RNF208","10","protein_coding"
"25849","ENSDARG00000029994","","CHR_ALT_CTG25_2_2","protein_coding"
"25850","ENSDARG00000111381","cckbra","CHR_ALT_CTG1_1_30","protein_coding"
"25851","ENSDARG00000113760","","CHR_ALT_CTG3_1_20","protein_coding"
"25852","ENSDARG00000102720","zgc:123284","3","protein_coding"
"25853","ENSDARG00000101057","srsf7b","11","protein_coding"
"25854","ENSDARG00000042717","adipor1b","8","protein_coding"
"25855","ENSDARG00000114831","","CHR_ALT_CTG11_4_1","protein_coding"
"25856","ENSDARG00000000460","nitr2b","7","protein_coding"
"25857","ENSDARG00000076949","","10","protein_coding"
"25858","ENSDARG00000014506","tmem126a","10","protein_coding"
"25859","ENSDARG00000111651","","2","protein_coding"
"25860","ENSDARG00000111253","","CHR_ALT_CTG17_1_18","protein_coding"
"25861","ENSDARG00000107053","","16","protein_coding"
"25862","ENSDARG00000114958","zp3","17","protein_coding"
"25863","ENSDARG00000115857","","3","protein_coding"
"25864","ENSDARG00000115305","tada3l","CHR_ALT_CTG11_1_9","protein_coding"
"25865","ENSDARG00000058700","","3","protein_coding"
"25866","ENSDARG00000116822","","CHR_ALT_CTG5_1_27","protein_coding"
"25867","ENSDARG00000110679","drd3","CHR_ALT_CTG24_1_7","protein_coding"
"25868","ENSDARG00000114593","phf5a","CHR_ALT_CTG12_2_1","protein_coding"
"25869","ENSDARG00000115516","","11","protein_coding"
"25870","ENSDARG00000000529","ofd1","9","protein_coding"
"25871","ENSDARG00000114937","NOX4","15","protein_coding"
"25872","ENSDARG00000013009","ubiad1","8","protein_coding"
"25873","ENSDARG00000099113","UNC13B","10","protein_coding"
"25874","ENSDARG00000024831","crhbp","21","protein_coding"
"25875","ENSDARG00000113018","cby1","CHR_ALT_CTG12_2_1","protein_coding"
"25876","ENSDARG00000113796","zgc:153137","KZ116023.1","protein_coding"
"25877","ENSDARG00000115176","spns3","CHR_ALT_CTG5_1_22","protein_coding"
"25878","ENSDARG00000101915","pin1","1","protein_coding"
"25879","ENSDARG00000111113","galm","CHR_ALT_CTG13_1_4","protein_coding"
"25880","ENSDARG00000116641","rps6ka3a","CHR_ALT_CTG5_1_14","protein_coding"
"25881","ENSDARG00000011463","","15","protein_coding"
"25882","ENSDARG00000116718","","CHR_ALT_CTG23_1_29","protein_coding"
"25883","ENSDARG00000110386","arl16","CHR_ALT_CTG3_1_24","protein_coding"
"25884","ENSDARG00000086842","dap1b","9","protein_coding"
"25885","ENSDARG00000116807","","6","protein_coding"
"25886","ENSDARG00000113881","","CHR_ALT_CTG7_1_10","protein_coding"
"25887","ENSDARG00000110225","","CHR_ALT_CTG7_1_20","protein_coding"
"25888","ENSDARG00000110873","","CHR_ALT_CTG12_1_19","protein_coding"
"25889","ENSDARG00000115334","","CHR_ALT_CTG5_1_17","protein_coding"
"25890","ENSDARG00000112073","","4","protein_coding"
"25891","ENSDARG00000111734","","10","protein_coding"
"25892","ENSDARG00000110618","gstt2","CHR_ALT_CTG5_1_5","protein_coding"
"25893","ENSDARG00000028663","tek","5","protein_coding"
"25894","ENSDARG00000103340","clic1","19","protein_coding"
"25895","ENSDARG00000110572","","16","protein_coding"
"25896","ENSDARG00000104343","PPIC","KN150596.1","protein_coding"
"25897","ENSDARG00000116525","plekhb2","CHR_ALT_CTG22_1_3","protein_coding"
"25898","ENSDARG00000110661","ranbp10","CHR_ALT_CTG18_2_9","protein_coding"
"25899","ENSDARG00000027169","kpna7","10","protein_coding"
"25900","ENSDARG00000113476","stxbp6l","CHR_ALT_CTG20_2_1","protein_coding"
"25901","ENSDARG00000059606","cenatac","5","protein_coding"
"25902","ENSDARG00000079065","ankrd50","14","protein_coding"
"25903","ENSDARG00000115474","rrbp1b","CHR_ALT_CTG22_2_4","protein_coding"
"25904","ENSDARG00000062936","ndnf","23","protein_coding"
"25905","ENSDARG00000091702","","11","protein_coding"
"25906","ENSDARG00000106873","","14","protein_coding"
"25907","ENSDARG00000098586","zgc:194887","17","protein_coding"
"25908","ENSDARG00000116888","dusp6","CHR_ALT_CTG25_1_11","protein_coding"
"25909","ENSDARG00000114239","suz12b","CHR_ALT_CTG6_1_15","protein_coding"
"25910","ENSDARG00000116589","","CHR_ALT_CTG21_2_4","protein_coding"
"25911","ENSDARG00000113420","dhrs11b.2","CHR_ALT_CTG15_1_9","protein_coding"
"25912","ENSDARG00000114168","zgc:163073","CHR_ALT_CTG12_1_1","protein_coding"
"25913","ENSDARG00000105195","dnajc21","21","protein_coding"
"25914","ENSDARG00000068104","","18","protein_coding"
"25915","ENSDARG00000113238","","1","protein_coding"
"25916","ENSDARG00000116343","lgi2b","CHR_ALT_CTG1_1_41","protein_coding"
"25917","ENSDARG00000112950","","CHR_ALT_CTG23_1_13","protein_coding"
"25918","ENSDARG00000094579","","3","protein_coding"
"25919","ENSDARG00000055101","hmox2a","CHR_ALT_CTG22_1_16","protein_coding"
"25920","ENSDARG00000104644","","KN150156.1","protein_coding"
"25921","ENSDARG00000039935","","3","protein_coding"
"25922","ENSDARG00000061432","b3galt10.1","22","protein_coding"
"25923","ENSDARG00000112261","","CHR_ALT_CTG8_1_17","protein_coding"
"25924","ENSDARG00000110405","wdr32","CHR_ALT_CTG13_1_7","protein_coding"
"25925","ENSDARG00000116011","","CHR_ALT_CTG6_2_14","protein_coding"
"25926","ENSDARG00000112084","copz2","CHR_ALT_CTG3_1_16","protein_coding"
"25927","ENSDARG00000109872","stx11b.1","CHR_ALT_CTG20_1_15","protein_coding"
"25928","ENSDARG00000116009","","CHR_ALT_CTG10_1_20","protein_coding"
"25929","ENSDARG00000113661","rcvrn2","CHR_ALT_CTG16_1_8","protein_coding"
"25930","ENSDARG00000109318","sec13","CHR_ALT_CTG22_2_8","protein_coding"
"25931","ENSDARG00000104758","zgc:194981","11","protein_coding"
"25932","ENSDARG00000113341","rhocb","CHR_ALT_CTG8_1_12","protein_coding"
"25933","ENSDARG00000036424","pcdh20","11","protein_coding"
"25934","ENSDARG00000115505","MGAT5B","3","protein_coding"
"25935","ENSDARG00000115961","","CHR_ALT_CTG11_4_1","protein_coding"
"25936","ENSDARG00000112876","ptpn4a","CHR_ALT_CTG9_2_9","protein_coding"
"25937","ENSDARG00000110687","fzd8b","CHR_ALT_CTG2_1_11","protein_coding"
"25938","ENSDARG00000099928","chrm5a","17","protein_coding"
"25939","ENSDARG00000112099","stimate","CHR_ALT_CTG11_1_14","protein_coding"
"25940","ENSDARG00000112492","mtrfr","CHR_ALT_CTG5_1_61","protein_coding"
"25941","ENSDARG00000116369","","21","protein_coding"
"25942","ENSDARG00000102026","gpsm2l","23","protein_coding"
"25943","ENSDARG00000101789","cyp1c2","17","protein_coding"
"25944","ENSDARG00000102725","","KN150115.1","protein_coding"
"25945","ENSDARG00000110854","slc25a55a","CHR_ALT_CTG6_1_46","protein_coding"
"25946","ENSDARG00000058565","SOCS6","24","protein_coding"
"25947","ENSDARG00000077298","gas1a","5","protein_coding"
"25948","ENSDARG00000101465","","11","protein_coding"
"25949","ENSDARG00000014320","","3","protein_coding"
"25950","ENSDARG00000101333","","20","protein_coding"
"25951","ENSDARG00000112135","prss60.1","CHR_ALT_CTG6_1_38","protein_coding"
"25952","ENSDARG00000116768","rasgrp3","CHR_ALT_CTG17_1_16","protein_coding"
"25953","ENSDARG00000075422","MRPL49","10","protein_coding"
"25954","ENSDARG00000114714","mfsd2ab","CHR_ALT_CTG19_1_2","protein_coding"
"25955","ENSDARG00000039373","EPHA3","9","protein_coding"
"25956","ENSDARG00000070043","dars1","9","protein_coding"
"25957","ENSDARG00000114431","hnrnpl2","CHR_ALT_CTG15_1_1","protein_coding"
"25958","ENSDARG00000112366","arf3b","CHR_ALT_CTG6_1_3","protein_coding"
"25959","ENSDARG00000058853","SASH1","17","protein_coding"
"25960","ENSDARG00000112626","taar13c","CHR_ALT_CTG20_2_3","protein_coding"
"25961","ENSDARG00000115985","atosa","CHR_ALT_CTG18_1_43","protein_coding"
"25962","ENSDARG00000113870","c1galt1lb","CHR_ALT_CTG6_1_39","protein_coding"
"25963","ENSDARG00000002220","C5H9orf78","5","protein_coding"
"25964","ENSDARG00000103021","FADD","7","protein_coding"
"25965","ENSDARG00000117074","","CHR_ALT_CTG2_2_1","protein_coding"
"25966","ENSDARG00000116089","","CHR_ALT_CTG9_2_7","protein_coding"
"25967","ENSDARG00000112923","VDR","23","protein_coding"
"25968","ENSDARG00000114987","slc35e3","CHR_ALT_CTG4_2_2","protein_coding"
"25969","ENSDARG00000111062","si:dkey-12e7.4","CHR_ALT_CTG18_1_23","protein_coding"
"25970","ENSDARG00000076068","crtc1a","2","protein_coding"
"25971","ENSDARG00000102450","","3","protein_coding"
"25972","ENSDARG00000102658","zgc:174624","3","protein_coding"
"25973","ENSDARG00000113305","","CHR_ALT_CTG1_1_22","protein_coding"
"25974","ENSDARG00000111118","","CHR_ALT_CTG4_1_15","protein_coding"
"25975","ENSDARG00000115940","GALNT8","25","protein_coding"
"25976","ENSDARG00000110250","hbae4","CHR_ALT_CTG12_1_9","protein_coding"
"25977","ENSDARG00000113218","","5","protein_coding"
"25978","ENSDARG00000113084","tlr4ba","CHR_ALT_CTG13_1_17","protein_coding"
"25979","ENSDARG00000116316","lctla","CHR_ALT_CTG7_1_28","protein_coding"
"25980","ENSDARG00000110284","","CHR_ALT_CTG12_1_7","protein_coding"
"25981","ENSDARG00000116785","prmt5","CHR_ALT_CTG2_1_3","protein_coding"
